DateID,Day of week,Dayweek,Month,Year
Date3576,Weekend,Friday,1,2016
Date3577,Weekend,Monday,4,2022
Date3578,Weekday,Monday,7,2020
Date3579,Weekday,Wednesday,9,2015
Date3580,Weekday,Tuesday,2,2018
Date3581,Weekday,Thursday,10,1999
Date3582,Weekend,Monday,11,1994
Date3583,Weekend,Saturday,11,2016
Date3584,Weekday,Thursday,6,2018
Date3585,Weekday,Friday,8,2013
Date3586,Weekday,Friday,6,2011
Date3587,Weekday,Wednesday,6,1998
Date3588,Weekday,Wednesday,10,2008
Date3589,Weekday,Tuesday,7,2024
Date3590,Weekend,Monday,12,1992
Date3591,Weekday,Thursday,3,1991
Date3592,Weekend,Saturday,6,1998
Date3593,Weekday,Thursday,8,1999
Date3594,Weekend,Sunday,1,2011
Date3595,Weekday,Thursday,9,2001
Date3596,Weekday,Friday,9,1992
Date3597,Weekday,Tuesday,6,2023
Date3598,Weekday,Friday,8,2016
Date3599,Weekday,Wednesday,6,2006
Date3600,Weekend,Monday,7,2009
Date3601,Weekday,Thursday,7,1989
Date3602,Weekday,Friday,3,2018
Date3603,Weekday,Tuesday,11,2023
Date3604,Weekend,Friday,4,2004
Date3605,Weekday,Thursday,10,1992
Date3606,Weekend,Friday,5,1992
Date3607,Weekday,Wednesday,9,1997
Date3608,Weekend,Saturday,3,1997
Date3609,Weekend,Monday,8,2002
Date3610,Weekday,Monday,2,1998
Date3611,Weekday,Thursday,7,1990
Date3612,Weekday,Thursday,6,2008
Date3613,Weekend,Sunday,1,1997
Date3614,Weekday,Monday,12,2011
Date3615,Weekend,Sunday,10,1995
Date3616,Weekend,Saturday,3,2019
Date3617,Weekday,Friday,12,1991
Date3618,Weekday,Monday,6,1997
Date3619,Weekday,Wednesday,9,2019
Date3620,Weekend,Friday,9,2002
Date3621,Weekday,Monday,10,2020
Date3622,Weekday,Wednesday,3,1995
Date3623,Weekend,Monday,8,2019
Date3624,Weekday,Tuesday,12,1998
Date3625,Weekday,Tuesday,7,1989
Date3626,Weekday,Wednesday,10,1998
Date3627,Weekday,Friday,1,1989
Date3628,Weekday,Tuesday,5,2007
Date3629,Weekend,Saturday,4,2006
Date3630,Weekend,Sunday,7,1991
Date3631,Weekend,Friday,11,1998
Date3632,Weekend,Friday,5,2014
Date3633,Weekend,Friday,2,1991
Date3634,Weekday,Tuesday,6,2000
Date3635,Weekday,Tuesday,5,2023
Date3636,Weekday,Monday,2,2021
Date3637,Weekend,Monday,11,2015
Date3638,Weekend,Saturday,11,2006
Date3639,Weekend,Sunday,5,2005
Date3640,Weekday,Monday,9,2004
Date3641,Weekday,Monday,3,1998
Date3642,Weekend,Sunday,1,2021
Date3643,Weekday,Wednesday,6,2003
Date3644,Weekday,Monday,2,2003
Date3645,Weekday,Tuesday,4,2000
Date3646,Weekday,Monday,12,2017
Date3647,Weekday,Friday,5,1999
Date3648,Weekday,Tuesday,11,1995
Date3649,Weekday,Friday,3,2008
Date3650,Weekend,Friday,10,1989
Date3651,Weekend,Friday,11,2019
Date3652,Weekday,Monday,9,2016
Date3653,Weekend,Monday,4,2018
Date3654,Weekday,Tuesday,8,2020
Date3655,Weekday,Monday,8,1993
Date3656,Weekend,Friday,2,1989
Date3657,Weekend,Monday,2,2019
Date3658,Weekday,Wednesday,11,1997
Date3659,Weekend,Monday,12,2019
Date3660,Weekday,Tuesday,12,2009
Date3661,Weekday,Thursday,10,2016
Date3662,Weekday,Tuesday,5,1996
Date3663,Weekend,Friday,2,2002
Date3664,Weekend,Monday,8,2021
Date3665,Weekend,Saturday,12,2000
Date3666,Weekday,Thursday,9,1996
Date3667,Weekday,Wednesday,8,2021
Date3668,Weekend,Friday,6,2018
Date3669,Weekday,Friday,7,2015
Date3670,Weekend,Saturday,11,2013
Date3671,Weekday,Friday,9,2002
Date3672,Weekend,Sunday,10,2015
Date3673,Weekday,Friday,2,2019
Date3674,Weekday,Friday,3,2012
Date3675,Weekend,Monday,8,2015
Date3676,Weekday,Monday,11,2005
Date3677,Weekend,Sunday,3,2021
Date3678,Weekend,Monday,3,1993
Date3679,Weekday,Tuesday,6,2001
Date3680,Weekday,Tuesday,2,2007
Date3681,Weekend,Saturday,5,1989
Date3682,Weekend,Sunday,4,2010
Date3683,Weekend,Saturday,7,2022
Date3684,Weekend,Monday,4,1989
Date3685,Weekday,Friday,2,1989
Date3686,Weekday,Thursday,8,2015
Date3687,Weekend,Friday,4,2019
Date3688,Weekend,Saturday,7,2016
Date3689,Weekend,Sunday,2,1994
Date3690,Weekday,Tuesday,9,2020
Date3691,Weekend,Friday,7,2015
Date3692,Weekend,Monday,8,2018
Date3693,Weekend,Sunday,4,1993
Date3694,Weekday,Wednesday,7,2014
Date3695,Weekday,Friday,6,2004
Date3696,Weekend,Friday,3,2017
Date3697,Weekday,Thursday,9,1997
Date3698,Weekend,Monday,6,1992
Date3699,Weekend,Sunday,8,2021
Date3700,Weekend,Saturday,9,1995
Date3701,Weekday,Tuesday,5,2019
Date3702,Weekday,Thursday,4,2003
Date3703,Weekday,Monday,5,2017
Date3704,Weekday,Wednesday,4,2003
Date3705,Weekend,Saturday,7,2020
Date3706,Weekday,Thursday,7,2017
Date3707,Weekday,Tuesday,8,2021
Date3708,Weekend,Sunday,1,2009
Date3709,Weekday,Monday,7,2018
Date3710,Weekend,Sunday,2,2013
Date3711,Weekend,Saturday,2,2008
Date3712,Weekend,Saturday,5,2004
Date3713,Weekend,Monday,2,2014
Date3714,Weekday,Wednesday,4,2006
Date3715,Weekday,Tuesday,3,2001
Date3716,Weekday,Friday,2,1992
Date3717,Weekday,Monday,5,2015
Date3718,Weekday,Thursday,5,2009
Date3719,Weekday,Wednesday,9,2005
Date3720,Weekend,Saturday,1,2018
Date3721,Weekend,Monday,12,2016
Date3722,Weekend,Saturday,5,2020
Date3723,Weekday,Thursday,12,1995
Date3724,Weekend,Saturday,4,2011
Date3725,Weekday,Wednesday,11,2001
Date3726,Weekday,Wednesday,4,1999
Date3727,Weekend,Sunday,7,2001
Date3728,Weekday,Wednesday,4,1995
Date3729,Weekend,Sunday,3,2018
Date3730,Weekday,Tuesday,11,2016
Date3731,Weekend,Monday,10,2015
Date3732,Weekday,Thursday,12,2003
Date3733,Weekend,Friday,2,2007
Date3734,Weekend,Friday,6,2000
Date3735,Weekday,Wednesday,4,2014
Date3736,Weekend,Saturday,4,1996
Date3737,Weekday,Wednesday,6,2023
Date3738,Weekday,Wednesday,2,2019
Date3739,Weekday,Friday,2,2007
Date3740,Weekday,Wednesday,6,1994
Date3741,Weekend,Monday,10,2023
Date3742,Weekday,Tuesday,2,2008
Date3743,Weekday,Monday,5,2021
Date3744,Weekday,Wednesday,9,2006
Date3745,Weekend,Saturday,1,1996
Date3746,Weekday,Monday,12,1991
Date3747,Weekend,Saturday,5,2002
Date3748,Weekday,Tuesday,6,1991
Date3749,Weekday,Tuesday,12,2024
Date3750,Weekday,Monday,1,2006
Date3751,Weekday,Thursday,4,1996
Date3752,Weekday,Wednesday,1,2017
Date3753,Weekday,Friday,1,1995
Date3754,Weekend,Friday,9,1993
Date3755,Weekday,Thursday,7,2000
Date3756,Weekday,Thursday,7,2005
Date3757,Weekday,Tuesday,4,2004
Date3758,Weekday,Monday,3,2024
Date3759,Weekday,Thursday,5,2015
Date3760,Weekday,Monday,12,2020
Date3761,Weekday,Monday,11,2012
Date3762,Weekend,Sunday,7,2011
Date3763,Weekend,Sunday,7,2023
Date3764,Weekday,Friday,9,1991
Date3765,Weekend,Friday,8,1990
Date3766,Weekday,Thursday,4,2016
Date3767,Weekend,Sunday,5,1994
Date3768,Weekday,Tuesday,11,2017
Date3769,Weekday,Thursday,3,1999
Date3770,Weekend,Monday,6,1996
Date3771,Weekday,Monday,9,1996
Date3772,Weekday,Tuesday,6,2017
Date3773,Weekend,Friday,2,2008
Date3774,Weekday,Friday,12,2004
Date3775,Weekday,Wednesday,9,1989
Date3776,Weekday,Tuesday,8,2001
Date3777,Weekend,Monday,7,2023
Date3778,Weekend,Friday,4,2022
Date3779,Weekday,Thursday,2,1998
Date3780,Weekday,Wednesday,10,1991
Date3781,Weekend,Saturday,1,2005
Date3782,Weekday,Wednesday,6,1990
Date3783,Weekend,Monday,10,2005
Date3784,Weekend,Sunday,9,2000
Date3785,Weekday,Wednesday,6,2004
Date3786,Weekday,Wednesday,7,2009
Date3787,Weekday,Tuesday,11,2019
Date3788,Weekday,Monday,7,2016
Date3789,Weekend,Saturday,5,2006
Date3790,Weekend,Sunday,10,1994
Date3791,Weekday,Monday,11,2003
Date3792,Weekday,Thursday,5,2019
Date3793,Weekend,Saturday,7,2017
Date3794,Weekday,Friday,5,2000
Date3795,Weekday,Tuesday,11,2014
Date3796,Weekend,Saturday,9,2002
Date3797,Weekend,Monday,5,1993
Date3798,Weekday,Wednesday,4,1990
Date3799,Weekend,Saturday,5,2023
Date3800,Weekday,Monday,9,2009
Date3801,Weekday,Thursday,1,2003
Date3802,Weekday,Wednesday,7,1997
Date3803,Weekend,Monday,12,1997
Date3804,Weekend,Saturday,1,2020
